Order ID,Purchase Date,Product Name,Product Category,Price,Quantity,Revenue,Customer Rating,Region,Payment Method
ORD10527,"Jul 25, 2023",Smartphone X,electronics,70196.34,1,70196.34,2.5,south,UPI
ORD10231,10-10-2022,Wireless Earbuds,ELECTRONICS,52547.31,1,52547.31,1.6,NORTH,upi
ORD11101,22-04-2024,Smartwatch Z,ELECTRONICS,55429.91,1,55429.91,1.6,East,cod
ORD10610,10-20-2023,Smartphone X,Electronics,19314.03,4,77256.12,,East,UPI
ORD10619,"Jun 26, 2024",Smartwatch Z,Gadgets,49381.22,1,49381.22,4.4,East,cod
ORD10787,16-05-2023,Laptop Pro,Electronics,53809.99,1,53809.99,2.2,south,upi
ORD11374,17-09-2025,Smartwatch Z,Electronics,41771.47,1,41771.47,2.1,South,cod
ORD10168,20-11-2024,Wireless Earbuds,ELECTRONICS,50490.2,1,50490.2,1.9,south,COD
ORD11210,"Jul 12, 2023",Smartwatch Z,Electronics,59264.13,2,118528.26,1.3,South,Debit card
ORD10453,"Apr 20, 2022",Laptop Pro,ELECTRONICS,50753.2,1,50753.2,1.3,west,UPI
ORD10711,"Oct 12, 2024",Laptop Pro,ELECTRONICS,,1,31543.4,4.1,west,Credit Card
ORD10968,01-13-2023,Wireless Earbuds,ELECTRONICS,52037.13,4,208148.52,3.6,East,upi
ORD11320,17-11-2022,Smartwatch Z,Gadgets,40999.74,3,122999.22,3.3,South,Debit card
ORD11336,"Jun 02, 2025",Laptop Pro,ELECTRONICS,40631.32,4,162525.28,1.8,west,Credit Card
ORD11066,01-31-2022,Smartphone X,Gadgets,48794.22,4,195176.88,3.2,East,upi
ORD11061,"May 16, 2023",Laptop Pro,Electronics,65578.73,1,65578.73,4.8,South,Debit card
ORD11026,07-19-2025,Wireless Earbuds,Electronics,,3,196756.44,4.4,East,Debit card
ORD11149,04-12-2022,Smartphone X,Gadgets,109705.18,1,109705.18,3.7,East,COD
ORD10945,"Jan 24, 2023",Gaming Console,ELECTRONICS,40996.21,4,163984.84,2.7,NORTH,upi
ORD10529,27-08-2025,Laptop Pro,Electronics,72522.34,1,72522.34,2.4,NORTH,UPI
ORD10029,16-10-2024,Wireless Earbuds,ELECTRONICS,69510.9,3,208532.7,2.2,west,COD
ORD11307,27-07-2024,Laptop Pro,Electronics,36644.41,1,36644.41,2.9,South,Debit card
ORD10551,01-29-2022,Wireless Earbuds,Gadgets,84991.53,4,339966.12,2.4,NORTH,UPI
ORD11339,06-10-2025,Laptop Pro,Gadgets,27046.17,1,27046.17,2.8,west,Credit Card
ORD10065,05-05-2024,Gaming Console,ELECTRONICS,32289.75,3,96869.25,4.5,South,Credit Card
ORD10462,08-04-2025,Gaming Console,Gadgets,76347.88,2,152695.76,2.9,South,Debit card
ORD10124,05-31-2024,Smartphone X,Gadgets,30369.83,4,121479.32,4.8,west,Debit card
ORD11120,06-06-2024,Wireless Earbuds,ELECTRONICS,59993.7,3,179981.1,2.1,East,Debit card
ORD10532,04-12-2025,Gaming Console,ELECTRONICS,63599.46,2,127198.92,3.9,south,cod
ORD10882,06-11-2022,Wireless Earbuds,ELECTRONICS,55074.79,1,55074.79,2.8,East,UPI
ORD11205,18-11-2023,Smartwatch Z,ELECTRONICS,40413.26,3,121239.78,3.6,NORTH,UPI
ORD10240,06-25-2023,Laptop Pro,Gadgets,55595.15,1,55595.15,3.1,East,UPI
ORD11384,01-04-2023,Smartwatch Z,ELECTRONICS,58066.01,1,58066.01,2.8,NORTH,COD
ORD11033,31-12-2024,Gaming Console,Electronics,53978.96,3,161936.88,2.3,East,UPI
ORD10567,10-26-2025,Smartphone X,Gadgets,29704.87,3,89114.61,1.3,NORTH,upi
ORD10532,04-12-2025,Gaming Console,ELECTRONICS,63599.46,2,127198.92,3.9,south,cod
ORD11043,08-28-2022,Laptop Pro,Electronics,27024.12,1,27024.12,2.7,NORTH,cod
ORD10933,11-03-2022,Smartphone X,Gadgets,32657.4,1,32657.4,2.4,west,upi
ORD10695,07-30-2025,Smartwatch Z,electronics,43915.52,2,87831.04,3.4,south,COD
ORD10900,04-19-2022,Smartphone X,ELECTRONICS,41800.79,4,167203.16,,west,upi
ORD10634,31-01-2024,Smartphone X,Electronics,33950.15,2,67900.3,5,NORTH,Debit card
ORD10044,11-30-2022,Laptop Pro,ELECTRONICS,42157.84,4,168631.36,2.4,East,Debit card
ORD10059,19-04-2024,Smartwatch Z,Electronics,93809.11,1,93809.11,2.3,NORTH,upi
ORD10023,"Mar 21, 2024",Smartphone X,electronics,-32388.17,1,-32388.17,4.2,west,Credit Card
ORD11052,08-21-2024,Laptop Pro,Electronics,18230.71,1,18230.71,1.5,south,upi
ORD11000,08-26-2023,Smartphone X,ELECTRONICS,53254.89,4,213019.56,4.3,west,Debit card
ORD10882,06-11-2022,Wireless Earbuds,ELECTRONICS,55074.79,1,55074.79,2.8,East,UPI
ORD10175,"Jan 04, 2022",Smartwatch Z,electronics,13797.37,4,55189.48,4.9,East,Credit Card
ORD11065,"Nov 06, 2023",Smartwatch Z,ELECTRONICS,48568.01,2,97136.02,3.8,NORTH,Debit card
ORD10774,"Oct 19, 2022",Gaming Console,ELECTRONICS,41958.67,4,167834.68,1.3,south,COD
ORD10451,16-03-2025,Gaming Console,Gadgets,26832.71,1,26832.71,3.2,South,UPI
ORD11073,21-03-2025,Gaming Console,electronics,,2,-65488.96,3.7,west,UPI
ORD11049,19-07-2025,Smartwatch Z,Gadgets,15597.95,3,46793.85,3.2,NORTH,cod
ORD10590,09-05-2024,Gaming Console,Gadgets,51636.59,3,154909.77,3.7,west,UPI
ORD11302,29-11-2023,Wireless Earbuds,Gadgets,60696.35,1,60696.35,1.9,South,Credit Card
ORD10514,07-02-2022,Smartphone X,ELECTRONICS,34567.43,4,138269.72,6.2,South,Credit Card
ORD11284,04-03-2025,Smartwatch Z,ELECTRONICS,-16495.11,3,-49485.33,3.6,south,Credit Card
ORD10745,31-12-2024,Gaming Console,ELECTRONICS,21234.44,1,21234.44,3.3,south,Debit card
ORD10909,"May 08, 2024",Smartphone X,ELECTRONICS,35101.95,3,105305.85,2.4,NORTH,Credit Card
ORD10365,10-12-2025,Gaming Console,Electronics,43816.56,3,131449.68,2.4,west,COD
ORD11364,"Mar 21, 2022",Wireless Earbuds,Gadgets,11843.85,3,35531.55,1.5,NORTH,COD
ORD10078,30-05-2023,Laptop Pro,Gadgets,66441.2,4,265764.8,3,East,UPI
ORD10898,"Nov 27, 2023",Laptop Pro,electronics,49625.82,1,49625.82,1.1,west,Debit card
ORD10432,20-06-2024,Laptop Pro,Gadgets,67957.77,3,203873.31,4,south,UPI
ORD10988,03-02-2023,Smartphone X,Electronics,33297.14,2,66594.28,,South,Debit card
ORD11141,23-05-2023,Laptop Pro,Electronics,37755.27,two,113265.81,3.1,south,Debit card
ORD10636,"Feb 16, 2022",Wireless Earbuds,ELECTRONICS,29061.78,3,87185.34,2.6,south,UPI
ORD10427,19-07-2023,Laptop Pro,ELECTRONICS,6023.88,1,6023.88,3.8,south,UPI
ORD10626,29-01-2023,Wireless Earbuds,electronics,48233.15,3,144699.45,3,west,UPI
ORD10070,29-04-2023,Laptop Pro,electronics,75987.94,3,227963.82,4.4,south,upi
ORD10015,31-01-2024,Smartphone X,ELECTRONICS,49889.44,2,99778.88,3.7,East,Credit Card
ORD10244,"Sep 09, 2024",Smartphone X,Electronics,47028.97,2,94057.94,3.2,south,Debit card
ORD10618,10-07-2024,Gaming Console,Electronics,30117.88,4,120471.52,3.6,NORTH,UPI
ORD10141,05-01-2023,Smartphone X,Electronics,66270.19,1,66270.19,3,South,UPI
ORD10277,07-27-2022,Laptop Pro,Gadgets,3505.61,2,7011.22,3.3,East,Debit card
ORD10892,"Apr 26, 2024",Wireless Earbuds,Electronics,73879.13,3,221637.39,3.4,south,upi
ORD10259,09-25-2024,Wireless Earbuds,ELECTRONICS,5393.4,1,5393.4,1.9,South,Credit Card
ORD10823,01-08-2025,Wireless Earbuds,Gadgets,34956.87,4,139827.48,3.1,East,upi
ORD10926,25-02-2025,Smartphone X,ELECTRONICS,26887.49,3,80662.47,3.9,west,cod
ORD10261,"Nov 22, 2024",Laptop Pro,ELECTRONICS,66462.1,4,265848.4,3.5,South,COD
ORD10678,27-06-2025,Wireless Earbuds,electronics,83621.85,1,83621.85,1.1,south,Credit Card
ORD11312,11-04-2023,Wireless Earbuds,electronics,38012.67,4,152050.68,1.9,NORTH,Credit Card
ORD10306,07-01-2024,Laptop Pro,Gadgets,21849.77,2,43699.54,3.1,south,Credit Card
ORD11030,"Aug 02, 2024",Smartphone X,electronics,38985.58,3,116956.74,1.1,South,Debit card
ORD11128,20-01-2025,Smartphone X,Electronics,-23227.88,4,-92911.52,4.3,South,COD
ORD10989,09-29-2024,Wireless Earbuds,ELECTRONICS,91790.77,2,183581.54,3.1,East,UPI
ORD11094,"Sep 03, 2023",Laptop Pro,ELECTRONICS,48332.31,2,96664.62,3.8,south,cod
ORD10885,06-02-2024,Laptop Pro,ELECTRONICS,55602.43,1,55602.43,4.5,south,upi
ORD10756,26-02-2024,Wireless Earbuds,ELECTRONICS,28752.13,2,57504.26,4.9,west,Debit card
ORD10615,"Feb 14, 2025",Laptop Pro,ELECTRONICS,65243.97,2,130487.94,2.9,East,Debit card
ORD10931,"Aug 15, 2023",Laptop Pro,ELECTRONICS,50307.58,1,50307.58,1.3,South,cod
ORD10940,07-11-2024,Smartphone X,ELECTRONICS,69307.95,1,69307.95,2.1,East,UPI
ORD10344,25-02-2022,Smartwatch Z,Electronics,62151.34,3,186454.02,4.4,East,UPI
ORD10043,"Oct 20, 2025",Wireless Earbuds,electronics,53511.07,2,107022.14,1.4,west,upi
ORD11116,09-10-2022,Gaming Console,ELECTRONICS,31676.16,4,126704.64,2.4,west,Credit Card
ORD10865,30-09-2022,Laptop Pro,electronics,81972.94,2,163945.88,1.5,East,Credit Card
ORD11308,01-07-2024,Wireless Earbuds,electronics,81820.39,two,327281.56,3.5,NORTH,UPI
ORD10752,23-07-2022,Smartphone X,electronics,30897.55,4,123590.2,4.2,west,Debit card
ORD10101,22-12-2025,Laptop Pro,Gadgets,51637.48,2,103274.96,2.1,East,UPI
ORD10107,"Jun 11, 2024",Smartphone X,electronics,,4,347473.12,4.9,South,COD
ORD10601,23-04-2025,Smartwatch Z,ELECTRONICS,60593.86,4,242375.44,2.2,South,cod
ORD11037,27-04-2022,Smartwatch Z,electronics,56393.04,3,169179.12,1.5,NORTH,UPI
ORD10874,"Mar 10, 2022",Gaming Console,Gadgets,10414,4,41656,3.3,west,cod
ORD10721,11-09-2024,Laptop Pro,Electronics,,3,184023.33,4.9,NORTH,cod
ORD10777,03-23-2022,Wireless Earbuds,Electronics,88778.58,1,88778.58,2.2,west,Debit card
ORD10416,30-08-2023,Smartphone X,electronics,-74179.64,2,-148359.28,4,south,Debit card
ORD11121,29-06-2024,Smartphone X,electronics,59440.05,4,237760.2,1.8,south,upi
ORD10128,06-10-2025,Smartphone X,Electronics,92660.67,1,92660.67,3.5,south,UPI
ORD10741,12-04-2023,Smartwatch Z,Electronics,35282.83,3,105848.49,1.4,East,upi
ORD10756,26-02-2024,Wireless Earbuds,ELECTRONICS,28752.13,2,57504.26,4.9,west,Debit card
ORD10664,"Jan 14, 2022",Laptop Pro,electronics,-75795.06,3,-227385.18,1.6,East,COD
ORD10244,"Sep 09, 2024",Smartphone X,Electronics,47028.97,2,94057.94,3.2,south,Debit card
ORD10247,"Mar 25, 2025",Laptop Pro,Gadgets,38462.16,1,38462.16,4,South,UPI
ORD11221,31-03-2022,Smartwatch Z,Gadgets,19288.56,3,57865.68,5,south,UPI
ORD11100,07-24-2022,Smartphone X,Gadgets,70353.23,1,70353.23,1.5,west,cod
ORD10428,12-27-2025,Smartphone X,ELECTRONICS,-72437.06,3,-217311.18,4.5,west,COD
ORD10032,13-10-2025,Smartphone X,electronics,57232.72,1,57232.72,3.9,NORTH,COD
ORD11318,03-04-2025,Smartwatch Z,Gadgets,54983.57,4,219934.28,4.7,west,UPI
ORD10591,28-02-2025,Wireless Earbuds,Electronics,48022.21,2,96044.42,4.5,South,upi
ORD10353,"Jun 05, 2025",Smartphone X,Electronics,45475.1,3,136425.3,3.9,NORTH,Credit Card
ORD10423,07-26-2022,Smartphone X,ELECTRONICS,57544.24,1,57544.24,1.1,south,Debit card
ORD11029,03-23-2025,Laptop Pro,ELECTRONICS,80223.1,1,80223.1,3.4,NORTH,Credit Card
ORD10309,11-03-2024,Laptop Pro,Electronics,34546.66,1,34546.66,1.9,East,COD
ORD11231,08-09-2022,Wireless Earbuds,Gadgets,90400.98,1,90400.98,3.3,south,Debit card
ORD10271,04-11-2023,Laptop Pro,Gadgets,30424.73,1,30424.73,1.9,East,cod
ORD10907,03-21-2025,Gaming Console,ELECTRONICS,58993.12,3,176979.36,3,South,Credit Card
ORD10471,01-05-2023,Laptop Pro,ELECTRONICS,61285.55,2,122571.1,1.1,South,upi
ORD10163,"May 17, 2022",Smartphone X,Electronics,,4,133821.52,5.8,NORTH,UPI
ORD10184,13-03-2022,Smartwatch Z,electronics,18111.45,4,72445.8,1.3,NORTH,UPI
ORD10579,"Jan 03, 2023",Wireless Earbuds,Electronics,62182.76,3,186548.28,2.6,NORTH,upi
ORD10630,"Dec 21, 2022",Wireless Earbuds,Electronics,51772.93,1,51772.93,1.2,South,Debit card
ORD10772,11-21-2024,Smartphone X,Electronics,31925.96,4,127703.84,1.4,South,Debit card
ORD10792,"Jan 03, 2024",Laptop Pro,ELECTRONICS,56790.29,1,56790.29,1.3,south,upi
ORD10566,"Dec 29, 2022",Gaming Console,ELECTRONICS,38366.38,3,115099.14,2.4,South,Credit Card
ORD10433,08-07-2024,Gaming Console,Electronics,45868.66,3,137605.98,,south,upi
ORD11119,14-08-2022,Smartphone X,ELECTRONICS,69941.88,3,209825.64,4.4,south,upi
ORD11303,03-02-2022,Smartphone X,Gadgets,74579.61,4,298318.44,2.8,South,Credit Card
ORD11179,15-09-2025,Smartphone X,electronics,48729.51,2,97459.02,4.6,East,Credit Card
ORD10192,"Jan 24, 2023",Gaming Console,electronics,53399.46,1,53399.46,1.4,NORTH,UPI
ORD10906,05-07-2022,Smartphone X,Electronics,61690.06,2,123380.12,1.4,south,COD
ORD10303,30-04-2024,Smartwatch Z,ELECTRONICS,52128.6,2,104257.2,3.1,west,Credit Card
ORD11133,11-04-2023,Smartwatch Z,ELECTRONICS,49091.78,3,147275.34,1.2,south,upi
ORD10063,04-06-2022,Smartphone X,Gadgets,59471.85,3,178415.55,4.7,East,Debit card
ORD10824,04-06-2024,Gaming Console,ELECTRONICS,57547.01,1,57547.01,4.3,NORTH,upi
ORD10881,10-29-2024,Smartphone X,Electronics,38645.88,3,115937.64,4.9,south,upi
ORD11344,01-16-2024,Wireless Earbuds,Electronics,31021.67,2,62043.34,4.4,South,COD
ORD10239,10-03-2024,Wireless Earbuds,ELECTRONICS,82392.24,1,82392.24,5.7,NORTH,Credit Card
ORD11220,20-12-2025,Smartphone X,electronics,59385.35,4,237541.4,4.9,south,Debit card
ORD10490,05-25-2023,Gaming Console,ELECTRONICS,8096.85,2,16193.7,1.6,west,COD
ORD10706,"Jun 29, 2025",Smartphone X,ELECTRONICS,57095.57,4,228382.28,2.6,South,cod
ORD10198,11-08-2024,Gaming Console,Gadgets,80047.14,4,320188.56,2.2,NORTH,cod
ORD10974,12-01-2025,Laptop Pro,ELECTRONICS,42083.42,1,42083.42,4.7,South,Debit card
ORD11096,02-01-2023,Smartwatch Z,Gadgets,-24008.38,2,-48016.76,3.8,NORTH,COD
ORD11146,"Mar 01, 2022",Wireless Earbuds,Gadgets,64152.73,1,64152.73,2.3,west,UPI
ORD10544,04-27-2024,Laptop Pro,Electronics,53209.52,2,106419.04,4.7,East,upi
ORD10429,06-22-2022,Laptop Pro,electronics,76210.88,2,152421.76,1.6,west,UPI
ORD10030,14-09-2025,Laptop Pro,electronics,73594.33,4,294377.32,,South,Debit card
ORD10056,10-26-2023,Laptop Pro,ELECTRONICS,34493.28,3,103479.84,4.2,south,UPI
ORD11193,02-04-2023,Laptop Pro,electronics,65781.13,4,263124.52,1.6,East,Debit card
ORD10852,28-10-2024,Smartwatch Z,electronics,28180.67,1,28180.67,3.6,south,Debit card
ORD11249,28-11-2022,Smartwatch Z,Electronics,67079.52,4,268318.08,4.8,south,UPI
ORD11357,27-05-2023,Smartwatch Z,electronics,55774.47,4,223097.88,1,East,COD
ORD11199,"May 21, 2023",Wireless Earbuds,Gadgets,56211.83,4,224847.32,2.9,west,UPI
ORD10310,06-03-2025,Gaming Console,electronics,64433.44,1,64433.44,3.4,East,COD
ORD10862,16-02-2025,Laptop Pro,ELECTRONICS,47957.43,3,143872.29,1.8,NORTH,Debit card
ORD11214,13-05-2023,Laptop Pro,Electronics,29828.91,1,29828.91,2.9,west,cod
ORD10744,17-01-2023,Gaming Console,electronics,52265.41,4,209061.64,2.4,west,COD
ORD10886,"Jan 12, 2025",Laptop Pro,ELECTRONICS,57542.01,4,230168.04,4,East,COD
ORD10602,25-02-2022,Wireless Earbuds,ELECTRONICS,-7765.42,4,-31061.68,4.4,South,Debit card
ORD10819,"Jun 17, 2025",Gaming Console,electronics,48337.89,4,193351.56,1.8,south,cod
ORD10428,12-27-2025,Smartphone X,ELECTRONICS,-72437.06,3,-217311.18,4.5,west,COD
ORD10811,"Sep 08, 2025",Gaming Console,Electronics,64842.55,4,259370.2,1.4,west,COD
ORD10099,02-10-2025,Gaming Console,Gadgets,53523.62,2,107047.24,1.4,South,upi
ORD10930,14-12-2024,Gaming Console,electronics,,4,149904.8,3.4,south,cod
ORD10439,02-03-2025,Smartwatch Z,Gadgets,76583.05,4,306332.2,4.7,South,Debit card
ORD11316,06-04-2025,Laptop Pro,electronics,73992.76,1,73992.76,6.5,west,COD
ORD10218,07-02-2025,Smartwatch Z,ELECTRONICS,67028.04,3,201084.12,4.4,south,UPI
ORD10899,"Dec 30, 2023",Wireless Earbuds,Gadgets,42229.63,3,126688.89,3.8,NORTH,COD
ORD10864,"Sep 08, 2024",Wireless Earbuds,Gadgets,44824.08,2,89648.16,1.5,NORTH,UPI
ORD11001,"Aug 22, 2022",Smartphone X,electronics,50827.58,1,50827.58,6.9,south,upi
ORD10552,11-04-2022,Smartphone X,Gadgets,64943.3,2,129886.6,3.9,South,upi
ORD10720,"Apr 27, 2024",Smartwatch Z,electronics,27792.01,4,111168.04,2.4,South,cod
ORD10049,20-03-2023,Smartwatch Z,ELECTRONICS,58081.02,4,232324.08,6.9,NORTH,upi
ORD10704,10-02-2022,Laptop Pro,electronics,49449.7,1,49449.7,4.1,South,upi
ORD10946,12-03-2025,Wireless Earbuds,electronics,21170.36,2,42340.72,4.1,South,Debit card
ORD10506,16-08-2023,Smartwatch Z,Gadgets,31230.64,3,93691.92,1.6,NORTH,COD
ORD10654,17-12-2024,Smartwatch Z,Gadgets,66751.25,1,66751.25,4.9,South,UPI
ORD10237,"Mar 01, 2024",Laptop Pro,Gadgets,65107.82,2,130215.64,4.7,west,Credit Card
ORD10937,19-04-2025,Smartphone X,Electronics,47252.56,3,141757.68,1.4,South,UPI
ORD10070,29-04-2023,Laptop Pro,electronics,75987.94,3,227963.82,4.4,south,upi
ORD10806,30-05-2024,Smartwatch Z,electronics,-4064.65,4,-16258.6,4.6,South,upi
ORD10724,10-02-2025,Gaming Console,electronics,62659.24,3,187977.72,3.2,East,COD
ORD10361,23-02-2025,Smartphone X,Gadgets,45734.55,1,45734.55,6.7,South,UPI
ORD10236,11-15-2023,Laptop Pro,Electronics,38464.57,4,153858.28,3.9,west,COD
ORD10322,17-08-2023,Smartphone X,electronics,24391.41,2,48782.82,2.5,South,Credit Card
ORD11048,15-12-2023,Smartwatch Z,Gadgets,79194.64,1,79194.64,2.5,west,Credit Card
ORD10932,04-28-2024,Laptop Pro,Gadgets,,1,66501.97,4.7,South,UPI
ORD10044,11-30-2022,Laptop Pro,ELECTRONICS,42157.84,4,168631.36,2.4,East,Debit card
ORD10737,26-02-2022,Smartphone X,Electronics,51899.88,4,207599.52,4.5,NORTH,cod
ORD11117,"Apr 09, 2022",Smartwatch Z,electronics,33363.56,2,66727.12,3.9,South,COD
ORD10543,18-06-2023,Laptop Pro,ELECTRONICS,30633.11,3,91899.33,3.8,south,UPI
ORD10208,07-11-2022,Laptop Pro,Electronics,33690.02,1,33690.02,3.2,South,UPI
ORD11217,10-12-2025,Smartphone X,ELECTRONICS,18703.94,two,74815.76,2.3,NORTH,COD
ORD10367,08-28-2024,Gaming Console,ELECTRONICS,52699.69,4,210798.76,4.2,South,upi
ORD10584,"Aug 29, 2023",Smartphone X,Electronics,28588.11,2,57176.22,2.5,NORTH,Debit card
ORD10058,09-01-2024,Smartwatch Z,Electronics,61737.14,4,246948.56,4.2,NORTH,UPI
ORD10289,"Sep 24, 2023",Laptop Pro,ELECTRONICS,38343.99,3,115031.97,2.6,south,UPI
ORD10332,08-31-2023,Smartphone X,Gadgets,40617.05,2,81234.1,1.6,East,upi
ORD10381,09-02-2022,Smartwatch Z,electronics,33488.3,4,133953.2,2.9,South,upi
ORD11057,16-05-2023,Wireless Earbuds,Gadgets,85904.23,2,171808.46,3.9,South,COD
ORD11168,06-09-2023,Smartwatch Z,Gadgets,40542.97,1,40542.97,3.7,south,Credit Card
ORD11192,07-03-2024,Wireless Earbuds,Electronics,64090.13,3,192270.39,3.7,south,Debit card
ORD10888,06-16-2023,Wireless Earbuds,ELECTRONICS,21038.87,1,21038.87,3.3,south,Debit card
ORD10796,21-11-2024,Gaming Console,Gadgets,71002.21,4,284008.84,1.3,East,Credit Card
ORD11075,08-03-2023,Gaming Console,ELECTRONICS,65441.9,2,130883.8,4.3,East,Credit Card
ORD11138,04-01-2022,Smartphone X,electronics,60854.09,3,182562.27,3.9,East,Credit Card
ORD11090,25-05-2025,Wireless Earbuds,ELECTRONICS,27834.85,3,83504.55,3.4,south,Credit Card
ORD11157,09-02-2025,Smartwatch Z,Electronics,24829.9,2,49659.8,3.1,NORTH,UPI
ORD10233,"Jul 26, 2025",Wireless Earbuds,electronics,40257.49,2,80514.98,1.7,NORTH,UPI
ORD11054,"Jul 03, 2022",Wireless Earbuds,electronics,89913.35,4,359653.4,4.9,NORTH,UPI
